time,open,high,low,close,tick_volume,spread,real_volume,utc,jst
1762259940,51351.15,51368.65,51351.15,51368.65,30,1000,0,2025-11-04 10:39:00+00:00,2025-11-04 19:39:00+09:00
1762260000,51368.65,51368.65,51361.15,51363.65,37,1000,0,2025-11-04 10:40:00+00:00,2025-11-04 19:40:00+09:00
1762260060,51363.65,51378.65,51363.65,51373.65,41,1000,0,2025-11-04 10:41:00+00:00,2025-11-04 19:41:00+09:00
1762260120,51373.65,51396.15,51373.65,51391.15,41,1000,0,2025-11-04 10:42:00+00:00,2025-11-04 19:42:00+09:00
1762260180,51391.15,51396.15,51373.65,51376.15,48,1000,0,2025-11-04 10:43:00+00:00,2025-11-04 19:43:00+09:00
1762260240,51378.65,51401.15,51378.65,51401.15,37,1000,0,2025-11-04 10:44:00+00:00,2025-11-04 19:44:00+09:00
1762260300,51401.15,51411.15,51396.15,51411.15,40,1000,0,2025-11-04 10:45:00+00:00,2025-11-04 19:45:00+09:00
1762260360,51411.15,51411.15,51401.15,51411.15,35,1000,0,2025-11-04 10:46:00+00:00,2025-11-04 19:46:00+09:00
1762260420,51408.65,51416.15,51406.15,51411.15,18,1000,0,2025-11-04 10:47:00+00:00,2025-11-04 19:47:00+09:00
1762260480,51411.15,51421.15,51408.65,51408.65,34,1000,0,2025-11-04 10:48:00+00:00,2025-11-04 19:48:00+09:00
1762260540,51408.65,51408.65,51391.15,51398.65,30,1000,0,2025-11-04 10:49:00+00:00,2025-11-04 19:49:00+09:00
1762260600,51398.65,51411.15,51398.65,51401.15,46,1000,0,2025-11-04 10:50:00+00:00,2025-11-04 19:50:00+09:00
1762260660,51401.15,51413.65,51398.65,51403.65,26,1000,0,2025-11-04 10:51:00+00:00,2025-11-04 19:51:00+09:00
1762260720,51403.65,51408.65,51393.65,51406.15,29,1000,0,2025-11-04 10:52:00+00:00,2025-11-04 19:52:00+09:00
1762260780,51406.15,51406.15,51393.65,51396.15,26,1000,0,2025-11-04 10:53:00+00:00,2025-11-04 19:53:00+09:00
1762260840,51393.65,51396.15,51383.65,51386.15,18,1000,0,2025-11-04 10:54:00+00:00,2025-11-04 19:54:00+09:00
1762260900,51383.65,51386.15,51361.15,51366.15,29,1000,0,2025-11-04 10:55:00+00:00,2025-11-04 19:55:00+09:00
1762260960,51363.65,51378.65,51361.15,51366.15,52,1000,0,2025-11-04 10:56:00+00:00,2025-11-04 19:56:00+09:00
1762261020,51368.65,51373.65,51361.15,51371.15,37,1000,0,2025-11-04 10:57:00+00:00,2025-11-04 19:57:00+09:00
1762261080,51371.15,51381.15,51353.65,51356.15,58,1000,0,2025-11-04 10:58:00+00:00,2025-11-04 19:58:00+09:00
1762261140,51356.15,51366.15,51353.65,51356.15,34,1000,0,2025-11-04 10:59:00+00:00,2025-11-04 19:59:00+09:00
1762261200,51353.65,51371.15,51351.15,51368.65,55,1000,0,2025-11-04 11:00:00+00:00,2025-11-04 20:00:00+09:00
1762261260,51366.15,51378.65,51361.15,51366.15,55,1000,0,2025-11-04 11:01:00+00:00,2025-11-04 20:01:00+09:00
1762261320,51366.15,51366.15,51341.15,51351.15,39,1000,0,2025-11-04 11:02:00+00:00,2025-11-04 20:02:00+09:00
1762261380,51351.15,51388.65,51348.65,51386.15,30,1000,0,2025-11-04 11:03:00+00:00,2025-11-04 20:03:00+09:00
1762261440,51388.65,51406.15,51378.65,51398.65,31,1000,0,2025-11-04 11:04:00+00:00,2025-11-04 20:04:00+09:00
1762261500,51398.65,51401.15,51388.65,51388.65,30,1000,0,2025-11-04 11:05:00+00:00,2025-11-04 20:05:00+09:00
1762261560,51388.65,51396.15,51381.15,51391.15,32,1000,0,2025-11-04 11:06:00+00:00,2025-11-04 20:06:00+09:00
1762261620,51391.15,51393.65,51381.15,51386.15,36,1000,0,2025-11-04 11:07:00+00:00,2025-11-04 20:07:00+09:00
1762261680,51386.15,51388.65,51371.15,51373.65,37,1000,0,2025-11-04 11:08:00+00:00,2025-11-04 20:08:00+09:00
1762261740,51373.65,51378.65,51353.65,51361.15,53,1000,0,2025-11-04 11:09:00+00:00,2025-11-04 20:09:00+09:00
1762261800,51361.15,51366.15,51348.65,51348.65,41,1000,0,2025-11-04 11:10:00+00:00,2025-11-04 20:10:00+09:00
1762261860,51348.65,51353.65,51333.65,51333.65,35,1000,0,2025-11-04 11:11:00+00:00,2025-11-04 20:11:00+09:00
1762261920,51333.65,51341.15,51331.15,51338.65,36,1000,0,2025-11-04 11:12:00+00:00,2025-11-04 20:12:00+09:00
1762261980,51338.65,51356.15,51338.65,51353.65,26,1000,0,2025-11-04 11:13:00+00:00,2025-11-04 20:13:00+09:00
1762262040,51353.65,51353.65,51346.15,51351.15,32,1000,0,2025-11-04 11:14:00+00:00,2025-11-04 20:14:00+09:00
1762262100,51351.15,51381.15,51346.15,51381.15,38,1000,0,2025-11-04 11:15:00+00:00,2025-11-04 20:15:00+09:00
1762262160,51378.65,51381.15,51353.65,51356.15,43,1000,0,2025-11-04 11:16:00+00:00,2025-11-04 20:16:00+09:00
1762262220,51353.65,51366.15,51353.65,51361.15,44,1000,0,2025-11-04 11:17:00+00:00,2025-11-04 20:17:00+09:00
1762262280,51361.15,51376.15,51361.15,51368.65,22,1000,0,2025-11-04 11:18:00+00:00,2025-11-04 20:18:00+09:00
1762262340,51366.15,51373.65,51348.65,51348.65,40,1000,0,2025-11-04 11:19:00+00:00,2025-11-04 20:19:00+09:00
1762262400,51351.15,51358.65,51346.15,51356.15,44,1000,0,2025-11-04 11:20:00+00:00,2025-11-04 20:20:00+09:00
1762262460,51356.15,51383.65,51356.15,51383.65,42,1000,0,2025-11-04 11:21:00+00:00,2025-11-04 20:21:00+09:00
1762262520,51383.65,51383.65,51358.65,51363.65,43,1000,0,2025-11-04 11:22:00+00:00,2025-11-04 20:22:00+09:00
1762262580,51361.15,51366.15,51358.65,51361.15,23,1000,0,2025-11-04 11:23:00+00:00,2025-11-04 20:23:00+09:00
1762262640,51361.15,51378.65,51361.15,51371.15,44,1000,0,2025-11-04 11:24:00+00:00,2025-11-04 20:24:00+09:00
1762262700,51371.15,51378.65,51358.65,51378.65,23,1000,0,2025-11-04 11:25:00+00:00,2025-11-04 20:25:00+09:00
1762262760,51378.65,51378.65,51371.15,51373.65,46,1000,0,2025-11-04 11:26:00+00:00,2025-11-04 20:26:00+09:00
1762262820,51371.15,51373.65,51363.65,51373.65,26,1000,0,2025-11-04 11:27:00+00:00,2025-11-04 20:27:00+09:00
1762262880,51371.15,51376.15,51361.15,51361.15,30,1000,0,2025-11-04 11:28:00+00:00,2025-11-04 20:28:00+09:00
1762262940,51363.65,51371.15,51358.65,51368.65,23,1000,0,2025-11-04 11:29:00+00:00,2025-11-04 20:29:00+09:00
1762263000,51366.15,51371.15,51361.15,51366.15,39,1000,0,2025-11-04 11:30:00+00:00,2025-11-04 20:30:00+09:00
1762263060,51368.65,51403.65,51366.15,51403.65,51,1000,0,2025-11-04 11:31:00+00:00,2025-11-04 20:31:00+09:00
1762263120,51403.65,51408.65,51391.15,51391.15,48,1000,0,2025-11-04 11:32:00+00:00,2025-11-04 20:32:00+09:00
1762263180,51388.65,51393.65,51373.65,51378.65,32,1000,0,2025-11-04 11:33:00+00:00,2025-11-04 20:33:00+09:00
1762263240,51378.65,51383.65,51363.65,51368.65,54,1000,0,2025-11-04 11:34:00+00:00,2025-11-04 20:34:00+09:00
1762263300,51368.65,51383.65,51363.65,51368.65,48,1000,0,2025-11-04 11:35:00+00:00,2025-11-04 20:35:00+09:00
1762263360,51371.15,51383.65,51363.65,51363.65,48,1000,0,2025-11-04 11:36:00+00:00,2025-11-04 20:36:00+09:00
1762263420,51366.15,51386.15,51361.15,51383.65,42,1000,0,2025-11-04 11:37:00+00:00,2025-11-04 20:37:00+09:00
1762263480,51383.65,51386.15,51368.65,51383.65,36,1000,0,2025-11-04 11:38:00+00:00,2025-11-04 20:38:00+09:00
1762263540,51383.65,51393.65,51381.15,51388.65,46,1000,0,2025-11-04 11:39:00+00:00,2025-11-04 20:39:00+09:00
1762263600,51388.65,51406.15,51388.65,51393.65,40,1000,0,2025-11-04 11:40:00+00:00,2025-11-04 20:40:00+09:00
1762263660,51393.65,51406.15,51393.65,51396.15,28,1000,0,2025-11-04 11:41:00+00:00,2025-11-04 20:41:00+09:00
1762263720,51396.15,51401.15,51381.15,51383.65,29,1000,0,2025-11-04 11:42:00+00:00,2025-11-04 20:42:00+09:00
1762263780,51383.65,51418.65,51383.65,51418.65,25,1000,0,2025-11-04 11:43:00+00:00,2025-11-04 20:43:00+09:00
1762263840,51418.65,51418.65,51401.15,51406.15,30,1000,0,2025-11-04 11:44:00+00:00,2025-11-04 20:44:00+09:00
1762263900,51406.15,51408.65,51398.65,51403.65,29,1000,0,2025-11-04 11:45:00+00:00,2025-11-04 20:45:00+09:00
1762263960,51403.65,51408.65,51391.15,51396.15,37,1000,0,2025-11-04 11:46:00+00:00,2025-11-04 20:46:00+09:00
1762264020,51396.15,51396.15,51381.15,51381.15,16,1000,0,2025-11-04 11:47:00+00:00,2025-11-04 20:47:00+09:00
1762264080,51381.15,51381.15,51358.65,51361.15,30,1000,0,2025-11-04 11:48:00+00:00,2025-11-04 20:48:00+09:00
1762264140,51361.15,51401.15,51361.15,51398.65,41,1000,0,2025-11-04 11:49:00+00:00,2025-11-04 20:49:00+09:00
1762264200,51398.65,51403.65,51381.15,51386.15,36,1000,0,2025-11-04 11:50:00+00:00,2025-11-04 20:50:00+09:00
1762264260,51386.15,51411.15,51381.15,51411.15,54,1000,0,2025-11-04 11:51:00+00:00,2025-11-04 20:51:00+09:00
1762264320,51408.65,51431.15,51408.65,51413.65,58,1000,0,2025-11-04 11:52:00+00:00,2025-11-04 20:52:00+09:00
1762264380,51411.15,51423.65,51396.15,51398.65,36,1000,0,2025-11-04 11:53:00+00:00,2025-11-04 20:53:00+09:00
1762264440,51401.15,51408.65,51398.65,51406.15,30,1000,0,2025-11-04 11:54:00+00:00,2025-11-04 20:54:00+09:00
1762264500,51408.65,51411.15,51398.65,51408.65,26,1000,0,2025-11-04 11:55:00+00:00,2025-11-04 20:55:00+09:00
1762264560,51408.65,51411.15,51386.15,51386.15,36,1000,0,2025-11-04 11:56:00+00:00,2025-11-04 20:56:00+09:00
1762264620,51386.15,51388.65,51376.15,51378.65,19,1000,0,2025-11-04 11:57:00+00:00,2025-11-04 20:57:00+09:00
1762264680,51381.15,51401.15,51378.65,51391.15,44,1000,0,2025-11-04 11:58:00+00:00,2025-11-04 20:58:00+09:00
1762264740,51393.65,51401.15,51388.65,51396.15,36,1000,0,2025-11-04 11:59:00+00:00,2025-11-04 20:59:00+09:00
1762264800,51396.15,51396.15,51356.15,51358.65,79,1000,0,2025-11-04 12:00:00+00:00,2025-11-04 21:00:00+09:00
1762264860,51358.65,51391.15,51356.15,51373.65,48,1000,0,2025-11-04 12:01:00+00:00,2025-11-04 21:01:00+09:00
1762264920,51373.65,51378.65,51338.65,51361.15,62,1000,0,2025-11-04 12:02:00+00:00,2025-11-04 21:02:00+09:00
1762264980,51358.65,51358.65,51338.65,51351.15,44,1000,0,2025-11-04 12:03:00+00:00,2025-11-04 21:03:00+09:00
1762265040,51348.65,51348.65,51323.65,51326.15,40,1000,0,2025-11-04 12:04:00+00:00,2025-11-04 21:04:00+09:00
1762265100,51326.15,51331.15,51308.65,51323.65,56,1000,0,2025-11-04 12:05:00+00:00,2025-11-04 21:05:00+09:00
1762265160,51326.15,51338.65,51311.15,51311.15,57,1000,0,2025-11-04 12:06:00+00:00,2025-11-04 21:06:00+09:00
1762265220,51313.65,51316.15,51308.65,51311.15,30,1000,0,2025-11-04 12:07:00+00:00,2025-11-04 21:07:00+09:00
1762265280,51311.15,51326.15,51308.65,51308.65,35,1000,0,2025-11-04 12:08:00+00:00,2025-11-04 21:08:00+09:00
1762265340,51306.15,51313.65,51293.65,51296.15,65,1000,0,2025-11-04 12:09:00+00:00,2025-11-04 21:09:00+09:00
1762265400,51298.65,51316.15,51293.65,51298.65,54,1000,0,2025-11-04 12:10:00+00:00,2025-11-04 21:10:00+09:00
1762265460,51301.15,51306.15,51296.15,51306.15,48,1000,0,2025-11-04 12:11:00+00:00,2025-11-04 21:11:00+09:00
1762265520,51306.15,51306.15,51281.15,51288.65,40,1000,0,2025-11-04 12:12:00+00:00,2025-11-04 21:12:00+09:00
1762265580,51288.65,51303.65,51283.65,51303.65,39,1000,0,2025-11-04 12:13:00+00:00,2025-11-04 21:13:00+09:00
1762265640,51303.65,51321.15,51296.15,51321.15,47,1000,0,2025-11-04 12:14:00+00:00,2025-11-04 21:14:00+09:00
1762265700,51321.15,51343.65,51313.65,51343.65,39,1000,0,2025-11-04 12:15:00+00:00,2025-11-04 21:15:00+09:00
1762265760,51343.65,51353.65,51338.65,51348.65,47,1000,0,2025-11-04 12:16:00+00:00,2025-11-04 21:16:00+09:00
1762265820,51346.15,51346.15,51323.65,51331.15,45,1000,0,2025-11-04 12:17:00+00:00,2025-11-04 21:17:00+09:00
1762265880,51333.65,51351.15,51326.15,51351.15,26,1000,0,2025-11-04 12:18:00+00:00,2025-11-04 21:18:00+09:00
1762265940,51353.65,51353.65,51346.15,51351.15,36,1000,0,2025-11-04 12:19:00+00:00,2025-11-04 21:19:00+09:00
1762266000,51348.65,51358.65,51343.65,51346.15,39,1000,0,2025-11-04 12:20:00+00:00,2025-11-04 21:20:00+09:00
1762266060,51346.15,51356.15,51346.15,51356.15,34,1000,0,2025-11-04 12:21:00+00:00,2025-11-04 21:21:00+09:00
1762266120,51356.15,51361.15,51348.65,51361.15,30,1000,0,2025-11-04 12:22:00+00:00,2025-11-04 21:22:00+09:00
1762266180,51361.15,51371.15,51356.15,51371.15,36,1000,0,2025-11-04 12:23:00+00:00,2025-11-04 21:23:00+09:00
1762266240,51368.65,51368.65,51328.65,51328.65,29,1000,0,2025-11-04 12:24:00+00:00,2025-11-04 21:24:00+09:00
1762266300,51328.65,51343.65,51323.65,51333.65,39,1000,0,2025-11-04 12:25:00+00:00,2025-11-04 21:25:00+09:00
1762266360,51333.65,51343.65,51321.15,51343.65,27,1000,0,2025-11-04 12:26:00+00:00,2025-11-04 21:26:00+09:00
1762266420,51343.65,51366.15,51341.15,51358.65,23,1000,0,2025-11-04 12:27:00+00:00,2025-11-04 21:27:00+09:00
1762266480,51358.65,51371.15,51356.15,51371.15,30,1000,0,2025-11-04 12:28:00+00:00,2025-11-04 21:28:00+09:00
1762266540,51373.65,51376.15,51363.65,51368.65,38,1000,0,2025-11-04 12:29:00+00:00,2025-11-04 21:29:00+09:00
1762266600,51368.65,51378.65,51361.15,51376.15,48,1000,0,2025-11-04 12:30:00+00:00,2025-11-04 21:30:00+09:00
1762266660,51373.65,51378.65,51368.65,51371.15,41,1000,0,2025-11-04 12:31:00+00:00,2025-11-04 21:31:00+09:00
1762266720,51368.65,51383.65,51368.65,51381.15,30,1000,0,2025-11-04 12:32:00+00:00,2025-11-04 21:32:00+09:00
1762266780,51383.65,51393.65,51373.65,51386.15,60,1000,0,2025-11-04 12:33:00+00:00,2025-11-04 21:33:00+09:00
1762266840,51383.65,51393.65,51381.15,51388.65,39,1000,0,2025-11-04 12:34:00+00:00,2025-11-04 21:34:00+09:00
1762266900,51386.15,51401.15,51386.15,51393.65,41,1000,0,2025-11-04 12:35:00+00:00,2025-11-04 21:35:00+09:00
1762266960,51393.65,51393.65,51381.15,51381.15,41,1000,0,2025-11-04 12:36:00+00:00,2025-11-04 21:36:00+09:00
1762267020,51381.15,51383.65,51361.15,51361.15,39,1000,0,2025-11-04 12:37:00+00:00,2025-11-04 21:37:00+09:00
1762267080,51363.65,51368.65,51348.65,51348.65,43,1000,0,2025-11-04 12:38:00+00:00,2025-11-04 21:38:00+09:00
1762267140,51348.65,51348.65,51336.15,51336.15,51,1000,0,2025-11-04 12:39:00+00:00,2025-11-04 21:39:00+09:00
1762267200,51338.65,51351.15,51333.65,51341.15,42,1000,0,2025-11-04 12:40:00+00:00,2025-11-04 21:40:00+09:00
1762267260,51341.15,51348.65,51331.15,51331.15,45,1000,0,2025-11-04 12:41:00+00:00,2025-11-04 21:41:00+09:00
1762267320,51331.15,51341.15,51328.65,51333.65,28,1000,0,2025-11-04 12:42:00+00:00,2025-11-04 21:42:00+09:00
1762267380,51333.65,51336.15,51318.65,51318.65,21,1000,0,2025-11-04 12:43:00+00:00,2025-11-04 21:43:00+09:00
1762267440,51321.15,51323.65,51318.65,51323.65,14,1000,0,2025-11-04 12:44:00+00:00,2025-11-04 21:44:00+09:00
1762267500,51323.65,51338.65,51321.15,51323.65,33,1000,0,2025-11-04 12:45:00+00:00,2025-11-04 21:45:00+09:00
1762267560,51323.65,51323.65,51306.15,51306.15,51,1000,0,2025-11-04 12:46:00+00:00,2025-11-04 21:46:00+09:00
1762267620,51306.15,51328.65,51301.15,51313.65,32,1000,0,2025-11-04 12:47:00+00:00,2025-11-04 21:47:00+09:00
1762267680,51313.65,51326.15,51311.15,51313.65,33,1000,0,2025-11-04 12:48:00+00:00,2025-11-04 21:48:00+09:00
1762267740,51313.65,51331.15,51303.65,51328.65,38,1000,0,2025-11-04 12:49:00+00:00,2025-11-04 21:49:00+09:00
1762267800,51328.65,51331.15,51316.15,51318.65,41,1000,0,2025-11-04 12:50:00+00:00,2025-11-04 21:50:00+09:00
1762267860,51318.65,51331.15,51316.15,51326.15,41,1000,0,2025-11-04 12:51:00+00:00,2025-11-04 21:51:00+09:00
1762267920,51326.15,51338.65,51323.65,51333.65,32,1000,0,2025-11-04 12:52:00+00:00,2025-11-04 21:52:00+09:00
1762267980,51333.65,51341.15,51331.15,51338.65,23,1000,0,2025-11-04 12:53:00+00:00,2025-11-04 21:53:00+09:00
1762268040,51343.65,51353.65,51338.65,51338.65,33,1000,0,2025-11-04 12:54:00+00:00,2025-11-04 21:54:00+09:00
1762268100,51338.65,51343.65,51333.65,51336.15,42,1000,0,2025-11-04 12:55:00+00:00,2025-11-04 21:55:00+09:00
1762268160,51338.65,51341.15,51326.15,51326.15,22,1000,0,2025-11-04 12:56:00+00:00,2025-11-04 21:56:00+09:00
1762268220,51328.65,51328.65,51301.15,51306.15,35,1000,0,2025-11-04 12:57:00+00:00,2025-11-04 21:57:00+09:00
1762268280,51306.15,51313.65,51301.15,51306.15,33,1000,0,2025-11-04 12:58:00+00:00,2025-11-04 21:58:00+09:00
1762268340,51306.15,51326.15,51301.15,51326.15,43,1000,0,2025-11-04 12:59:00+00:00,2025-11-04 21:59:00+09:00
1762268400,51326.15,51338.65,51313.65,51313.65,49,1000,0,2025-11-04 13:00:00+00:00,2025-11-04 22:00:00+09:00
1762268460,51316.15,51333.65,51313.65,51323.65,35,1000,0,2025-11-04 13:01:00+00:00,2025-11-04 22:01:00+09:00
1762268520,51321.15,51351.15,51321.15,51348.65,33,1000,0,2025-11-04 13:02:00+00:00,2025-11-04 22:02:00+09:00
1762268580,51348.65,51351.15,51336.15,51336.15,27,1000,0,2025-11-04 13:03:00+00:00,2025-11-04 22:03:00+09:00
1762268640,51336.15,51338.65,51313.65,51316.15,42,1000,0,2025-11-04 13:04:00+00:00,2025-11-04 22:04:00+09:00
1762268700,51316.15,51316.15,51306.15,51311.15,38,1000,0,2025-11-04 13:05:00+00:00,2025-11-04 22:05:00+09:00
1762268760,51311.15,51321.15,51298.65,51301.15,43,1000,0,2025-11-04 13:06:00+00:00,2025-11-04 22:06:00+09:00
1762268820,51301.15,51321.15,51301.15,51321.15,30,1000,0,2025-11-04 13:07:00+00:00,2025-11-04 22:07:00+09:00
1762268880,51321.15,51321.15,51306.15,51316.15,43,1000,0,2025-11-04 13:08:00+00:00,2025-11-04 22:08:00+09:00
1762268940,51316.15,51316.15,51298.65,51298.65,28,1000,0,2025-11-04 13:09:00+00:00,2025-11-04 22:09:00+09:00
1762269000,51298.65,51301.15,51281.15,51281.15,34,1000,0,2025-11-04 13:10:00+00:00,2025-11-04 22:10:00+09:00
1762269060,51278.65,51303.65,51278.65,51296.15,55,1000,0,2025-11-04 13:11:00+00:00,2025-11-04 22:11:00+09:00
1762269120,51296.15,51313.65,51296.15,51311.15,37,1000,0,2025-11-04 13:12:00+00:00,2025-11-04 22:12:00+09:00
1762269180,51313.65,51316.15,51296.15,51311.15,43,1000,0,2025-11-04 13:13:00+00:00,2025-11-04 22:13:00+09:00
1762269240,51311.15,51316.15,51288.65,51291.15,33,1000,0,2025-11-04 13:14:00+00:00,2025-11-04 22:14:00+09:00
1762269300,51291.15,51298.65,51291.15,51296.15,23,1000,0,2025-11-04 13:15:00+00:00,2025-11-04 22:15:00+09:00
1762269360,51296.15,51298.65,51281.15,51281.15,19,1000,0,2025-11-04 13:16:00+00:00,2025-11-04 22:16:00+09:00
1762269420,51281.15,51293.65,51278.65,51286.15,49,1000,0,2025-11-04 13:17:00+00:00,2025-11-04 22:17:00+09:00
1762269480,51288.65,51291.15,51273.65,51276.15,39,1000,0,2025-11-04 13:18:00+00:00,2025-11-04 22:18:00+09:00
1762269540,51273.65,51291.15,51273.65,51291.15,39,1000,0,2025-11-04 13:19:00+00:00,2025-11-04 22:19:00+09:00
1762269600,51291.15,51313.65,51278.65,51283.65,68,1000,0,2025-11-04 13:20:00+00:00,2025-11-04 22:20:00+09:00
1762269660,51283.65,51296.15,51281.15,51293.65,53,1000,0,2025-11-04 13:21:00+00:00,2025-11-04 22:21:00+09:00
1762269720,51293.65,51293.65,51281.15,51281.15,39,1000,0,2025-11-04 13:22:00+00:00,2025-11-04 22:22:00+09:00
1762269780,51283.65,51291.15,51278.65,51283.65,35,1000,0,2025-11-04 13:23:00+00:00,2025-11-04 22:23:00+09:00
1762269840,51283.65,51293.65,51258.65,51261.15,43,1000,0,2025-11-04 13:24:00+00:00,2025-11-04 22:24:00+09:00
1762269900,51261.15,51261.15,51253.65,51256.15,53,1000,0,2025-11-04 13:25:00+00:00,2025-11-04 22:25:00+09:00
1762269960,51256.15,51256.15,51228.65,51231.15,38,1000,0,2025-11-04 13:26:00+00:00,2025-11-04 22:26:00+09:00
1762270020,51233.65,51236.15,51226.15,51228.65,33,1000,0,2025-11-04 13:27:00+00:00,2025-11-04 22:27:00+09:00
1762270080,51231.15,51236.15,51228.65,51236.15,35,1000,0,2025-11-04 13:28:00+00:00,2025-11-04 22:28:00+09:00
1762270140,51236.15,51248.65,51233.65,51246.15,17,1000,0,2025-11-04 13:29:00+00:00,2025-11-04 22:29:00+09:00
1762270200,51246.15,51253.65,51236.15,51251.15,36,1000,0,2025-11-04 13:30:00+00:00,2025-11-04 22:30:00+09:00
1762270260,51253.65,51256.15,51213.65,51213.65,72,1000,0,2025-11-04 13:31:00+00:00,2025-11-04 22:31:00+09:00
1762270320,51213.65,51238.65,51213.65,51221.15,70,1000,0,2025-11-04 13:32:00+00:00,2025-11-04 22:32:00+09:00
1762270380,51223.65,51248.65,51221.15,51236.15,33,1000,0,2025-11-04 13:33:00+00:00,2025-11-04 22:33:00+09:00
1762270440,51236.15,51246.15,51226.15,51241.15,54,1000,0,2025-11-04 13:34:00+00:00,2025-11-04 22:34:00+09:00
1762270500,51241.15,51253.65,51238.65,51241.15,45,1000,0,2025-11-04 13:35:00+00:00,2025-11-04 22:35:00+09:00
1762270560,51238.65,51248.65,51228.65,51231.15,54,1000,0,2025-11-04 13:36:00+00:00,2025-11-04 22:36:00+09:00
1762270620,51231.15,51231.15,51218.65,51228.65,39,1000,0,2025-11-04 13:37:00+00:00,2025-11-04 22:37:00+09:00
1762270680,51228.65,51228.65,51208.65,51211.15,54,1000,0,2025-11-04 13:38:00+00:00,2025-11-04 22:38:00+09:00
1762270740,51213.65,51233.65,51213.65,51226.15,71,1000,0,2025-11-04 13:39:00+00:00,2025-11-04 22:39:00+09:00
1762270800,51228.65,51233.65,51223.65,51228.65,49,1000,0,2025-11-04 13:40:00+00:00,2025-11-04 22:40:00+09:00
1762270860,51228.65,51238.65,51223.65,51238.65,31,1000,0,2025-11-04 13:41:00+00:00,2025-11-04 22:41:00+09:00
1762270920,51238.65,51238.65,51223.65,51231.15,36,1000,0,2025-11-04 13:42:00+00:00,2025-11-04 22:42:00+09:00
1762270980,51231.15,51263.65,51228.65,51241.15,57,1000,0,2025-11-04 13:43:00+00:00,2025-11-04 22:43:00+09:00
1762271040,51241.15,51248.65,51233.65,51238.65,42,1000,0,2025-11-04 13:44:00+00:00,2025-11-04 22:44:00+09:00
1762271100,51238.65,51248.65,51228.65,51248.65,48,1000,0,2025-11-04 13:45:00+00:00,2025-11-04 22:45:00+09:00
1762271160,51246.15,51258.65,51213.65,51213.65,48,1000,0,2025-11-04 13:46:00+00:00,2025-11-04 22:46:00+09:00
1762271220,51216.15,51228.65,51211.15,51228.65,43,1000,0,2025-11-04 13:47:00+00:00,2025-11-04 22:47:00+09:00
1762271280,51228.65,51233.65,51213.65,51218.65,39,1000,0,2025-11-04 13:48:00+00:00,2025-11-04 22:48:00+09:00
1762271340,51218.65,51223.65,51206.15,51208.65,44,1000,0,2025-11-04 13:49:00+00:00,2025-11-04 22:49:00+09:00
1762271400,51208.65,51208.65,51196.15,51198.65,27,1000,0,2025-11-04 13:50:00+00:00,2025-11-04 22:50:00+09:00
1762271460,51201.15,51226.15,51196.15,51223.65,35,1000,0,2025-11-04 13:51:00+00:00,2025-11-04 22:51:00+09:00
1762271520,51226.15,51241.15,51223.65,51228.65,54,1000,0,2025-11-04 13:52:00+00:00,2025-11-04 22:52:00+09:00
1762271580,51226.15,51258.65,51226.15,51256.15,48,1000,0,2025-11-04 13:53:00+00:00,2025-11-04 22:53:00+09:00
1762271640,51256.15,51273.65,51251.15,51273.65,41,1000,0,2025-11-04 13:54:00+00:00,2025-11-04 22:54:00+09:00
1762271700,51273.65,51273.65,51258.65,51271.15,46,1000,0,2025-11-04 13:55:00+00:00,2025-11-04 22:55:00+09:00
1762271760,51268.65,51278.65,51261.15,51261.15,30,1000,0,2025-11-04 13:56:00+00:00,2025-11-04 22:56:00+09:00
1762271820,51261.15,51263.65,51236.15,51238.65,40,1000,0,2025-11-04 13:57:00+00:00,2025-11-04 22:57:00+09:00
1762271880,51238.65,51263.65,51238.65,51238.65,49,1000,0,2025-11-04 13:58:00+00:00,2025-11-04 22:58:00+09:00
1762271940,51238.65,51241.15,51231.15,51236.15,46,1000,0,2025-11-04 13:59:00+00:00,2025-11-04 22:59:00+09:00
1762272000,51236.15,51236.15,51216.15,51218.65,56,1000,0,2025-11-04 14:00:00+00:00,2025-11-04 23:00:00+09:00
1762272060,51218.65,51218.65,51188.65,51193.65,61,1000,0,2025-11-04 14:01:00+00:00,2025-11-04 23:01:00+09:00
1762272120,51193.65,51198.65,51176.15,51181.15,48,1000,0,2025-11-04 14:02:00+00:00,2025-11-04 23:02:00+09:00
1762272180,51183.65,51188.65,51178.65,51183.65,25,1000,0,2025-11-04 14:03:00+00:00,2025-11-04 23:03:00+09:00
1762272240,51183.65,51218.65,51183.65,51213.65,36,1000,0,2025-11-04 14:04:00+00:00,2025-11-04 23:04:00+09:00
1762272300,51213.65,51218.65,51203.65,51216.15,41,1000,0,2025-11-04 14:05:00+00:00,2025-11-04 23:05:00+09:00
1762272360,51216.15,51236.15,51211.15,51236.15,45,1000,0,2025-11-04 14:06:00+00:00,2025-11-04 23:06:00+09:00
1762272420,51238.65,51238.65,51213.65,51218.65,40,1000,0,2025-11-04 14:07:00+00:00,2025-11-04 23:07:00+09:00
1762272480,51218.65,51233.65,51218.65,51231.15,48,1000,0,2025-11-04 14:08:00+00:00,2025-11-04 23:08:00+09:00
1762272540,51231.15,51233.65,51223.65,51226.15,41,1000,0,2025-11-04 14:09:00+00:00,2025-11-04 23:09:00+09:00
